Id,SalePrice
1461,131454.42
1462,164737.94
1463,184286.22
1464,203310.38
1465,176962.86
1466,169030.42
1467,176358.36
1468,175098.38
1469,178333.19
1470,127357.45
1471,193783.3
1472,103239.84
1473,116888.06
1474,151847.5
1475,120421.9
1476,397365.62
1477,269379.1
1478,295755.94
1479,237154.02
1480,483302.56
1481,324604.75
1482,206955.11
1483,166249.06
1484,172110.1
1485,178110.89
1486,202436.52
1487,365339.1
1488,239081.05
1489,220265.53
1490,235655.22
1491,185124.78
1492,86015.96
1493,196212.75
1494,300533.62
1495,275751.25
1496,236343.66
1497,170867.66
1498,165963.81
1499,157710.62
1500,160239.8
1501,182014.75
1502,140933.39
1503,294733.16
1504,236564.62
1505,228744.58
1506,184817.92
1507,240472.94
1508,201616.28
1509,156717.94
1510,154456.92
1511,145582.73
1512,168289.12
1513,139676.98
1514,181514.2
1515,208765.7
1516,144368.75
1517,166784.52
1518,130136.734
1519,244856.48
1520,144486.67
1521,142688.72
1522,160786.98
1523,112713.195
1524,122620.336
1525,117994.99
1526,114807.734
1527,108083.41
1528,139297.77
1529,154608.45
1530,170612.7
1531,101754.516
1532,101965.78
1533,144478.52
1534,119014.44
1535,157965.52
1536,109285.82
1537,68605.44
1538,176865.6
1539,196366.67
1540,88644.8
1541,152007.98
1542,136703.16
1543,208489.39
1544,68489.62
1545,118705.375
1546,130652.77
1547,137020.52
1548,144795.34
1549,118269.11
1550,143239.55
1551,108510.58
1552,142874.3
1553,168003.58
1554,109023.16
1555,177941.22
1556,84227.86
1557,94812.3
1558,96833.46
1559,79990.08
1560,124557.13
1561,139202.39
1562,118976.766
1563,124906.01
1564,153403.2
1565,137291.55
1566,239502.98
1567,71605.96
1568,220065.33
1569,135885.72
1570,133900.5
1571,122042.125
1572,151870.97
1573,235881.6
1574,113055.39
1575,208980.45
1576,239977.8
1577,201685.55
1578,151270.56
1579,144514.5
1580,190330.48
1581,146259.42
1582,127473.266
1583,334214.47
1584,224874.66
1585,142399.12
1586,72673.38
1587,95777.375
1588,151615.31
1589,107830.51
1590,131371.64
1591,93279.13
1592,114603.33
1593,124799.06
1594,148237.78
1595,110177.09
1596,254472.86
1597,195877.58
1598,211670.83
1599,178736.73
1600,172874.47
1601,64239.477
1602,118429.41
1603,88113.35
1604,269703.3
1605,252414.92
1606,161683.69
1607,174056.25
1608,189491.0
1609,200149.06
1610,168611.53
1611,130261.65
1612,173994.58
1613,170307.39
1614,122442.61
1615,91468.19
1616,64412.71
1617,88164.78
1618,126519.61
1619,144129.22
1620,176775.61
1621,144216.92
1622,152474.94
1623,292171.2
1624,211545.62
1625,124107.9
1626,162608.6
1627,185795.8
1628,287750.12
1629,180719.14
1630,341491.9
1631,223530.69
1632,244363.34
1633,169286.7
1634,191350.3
1635,175669.89
1636,157369.44
1637,195278.23
1638,188760.22
1639,183217.48
1640,256827.92
1641,177880.75
1642,224249.92
1643,216825.86
1644,241382.77
1645,192775.02
1646,164842.86
1647,150844.7
1648,131394.23
1649,143419.22
1650,117060.58
1651,117722.54
1652,101039.6
1653,100030.125
1654,152984.84
1655,142750.27
1656,144564.62
1657,152361.22
1658,144299.58
1659,128068.04
1660,153832.39
1661,451762.34
1662,410562.38
1663,409631.8
1664,383207.88
1665,324184.94
1666,302423.9
1667,380235.56
1668,340783.22
1669,300136.78
1670,354645.66
1671,265071.84
1672,515375.6
1673,308663.56
1674,257738.98
1675,189164.7
1676,201644.67
1677,233023.56
1678,493432.97
1679,377297.47
1680,349137.6
1681,272607.97
1682,281898.53
1683,173601.47
1684,168118.8
1685,170347.73
1686,167729.55
1687,166766.53
1688,195509.44
1689,196826.44
1690,188791.05
1691,177228.84
1692,265198.75
1693,169347.14
1694,180782.38
1695,169526.19
1696,290102.47
1697,178033.89
1698,374418.6
1699,346412.03
1700,247429.08
1701,262348.9
1702,244674.69
1703,248409.28
1704,279371.47
1705,234929.73
1706,411922.44
1707,217363.0
1708,222937.16
1709,293964.7
1710,229675.62
1711,260215.58
1712,248061.67
1713,271663.75
1714,220687.14
1715,214485.48
1716,199908.67
1717,176646.61
1718,127630.99
1719,197089.67
1720,248399.81
1721,168288.69
1722,114648.14
1723,154121.2
1724,220817.52
1725,245233.88
1726,192179.38
1727,156935.34
1728,174302.84
1729,179559.5
1730,164483.17
1731,120758.18
1732,129119.49
1733,118144.26
1734,113557.46
1735,125066.15
1736,115818.84
1737,356774.97
1738,223645.6
1739,302524.4
1740,231025.66
1741,200074.19
1742,172920.25
1743,175371.44
1744,305536.8
1745,230537.17
1746,209683.95
1747,229707.61
1748,225599.22
1749,148867.9
1750,125949.74
1751,236402.88
1752,119769.055
1753,149510.4
1754,195198.06
1755,184662.06
1756,136839.97
1757,121051.82
1758,141639.45
1759,165362.75
1760,159548.97
1761,134442.38
1762,186980.67
1763,170080.75
1764,112204.24
1765,170056.6
1766,169192.33
1767,208777.11
1768,154694.62
1769,174848.6
1770,145269.84
1771,133564.05
1772,130953.42
1773,146155.86
1774,119043.93
1775,139560.28
1776,123968.05
1777,117305.35
1778,139776.4
1779,121911.95
1780,171202.88
1781,127602.836
1782,91735.63
1783,144207.86
1784,106070.734
1785,125970.5
1786,144556.11
1787,159878.62
1788,49589.62
1789,113502.46
1790,76351.484
1791,184132.28
1792,159549.44
1793,137053.16
1794,155975.31
1795,133426.28
1796,129689.43
1797,127869.94
1798,125338.23
1799,109608.81
1800,148890.55
1801,136250.27
1802,131719.8
1803,137922.66
1804,140724.75
1805,136089.06
1806,116164.89
1807,124614.375
1808,112065.85
1809,120362.12
1810,158083.94
1811,94294.12
1812,102478.69
1813,126779.17
1814,107704.79
1815,43550.47
1816,105416.62
1817,115785.59
1818,160096.17
1819,116213.555
1820,60760.81
1821,104682.46
1822,148690.73
1823,39322.24
1824,134701.25
1825,137812.34
1826,111826.055
1827,106354.94
1828,144938.34
1829,106261.9
1830,145609.73
1831,154988.0
1832,61178.91
1833,149975.16
1834,122793.5
1835,123027.14
1836,125801.44
1837,81279.766
1838,128808.09
1839,83477.57
1840,173132.4
1841,154507.39
1842,82447.375
1843,139047.45
1844,144934.36
1845,135503.3
1846,150654.27
1847,176326.95
1848,49805.023
1849,107929.89
1850,110848.18
1851,149470.11
1852,121919.93
1853,137589.7
1854,166222.9
1855,142020.67
1856,215336.11
1857,154816.47
1858,152354.86
1859,122056.46
1860,152155.33
1861,114471.56
1862,320050.84
1863,306909.4
1864,307544.16
1865,336390.5
1866,340338.47
1867,236592.0
1868,301322.12
1869,213644.52
1870,227635.05
1871,245323.31
1872,169952.52
1873,235698.84
1874,143238.81
1875,212883.53
1876,202718.52
1877,208424.31
1878,196447.03
1879,129063.24
1880,138532.16
1881,254410.03
1882,249564.08
1883,196728.9
1884,212498.78
1885,234344.39
1886,295495.5
1887,201377.5
1888,273971.72
1889,160438.47
1890,129978.01
1891,138233.47
1892,98257.35
1893,135993.45
1894,121078.51
1895,139407.06
1896,130935.586
1897,112316.414
1898,99898.305
1899,166375.97
1900,143854.06
1901,179188.92
1902,139624.86
1903,224946.89
1904,149329.83
1905,195723.81
1906,176859.67
1907,204282.11
1908,114315.125
1909,130828.305
1910,115530.19
1911,217058.06
1912,298412.7
1913,145884.03
1914,68049.51
1915,331062.56
1916,55523.1
1917,266713.47
1918,138778.62
1919,173563.38
1920,145022.56
1921,431990.9
1922,322910.94
